"仕入先ｺｰﾄﾞ","仕入先名１","仕入先名２","仕入先名略称","仕入先名索引","郵便番号","住所１","住所２","住所３","カスタマバーコード","電話番号","ＦＡＸ番号","支払先ｺｰﾄﾞ","支払先名","支払先区分名","担当者ｺｰﾄﾞ","担当者名","締日１","締日２","締日３","支払日１","支払日２","支払日３","支払ｻｲｸﾙ１","支払ｻｲｸﾙ名１","支払ｻｲｸﾙ２","支払ｻｲｸﾙ名２","支払ｻｲｸﾙ３","支払ｻｲｸﾙ名３","支払条件１","支払条件名１","支払条件２","支払条件名２","支払条件３","支払条件名３","金額処理区分名","消費税免税区分名","仕入単価設定区分名","消費税計算区分名","消費税計算単位","消費税分解区分名","支払明細書出力ﾀｲﾌﾟ名","支払明細書出力形式名","仕入先台帳出力形式名","支払消費税算出単位名","期首買掛残高","前回支払残高","相殺得意先ｺｰﾄﾞ","相殺得意先名","日付印字区分名","相手先担当者名","ﾏｽﾀｰ検索表示区分名","注文書出力区分名","個別設定入力行数"
"100097","バンテックワールドトランスポート","株式会社","ﾊﾞﾝﾃｯｸﾜｰﾙﾄﾞﾄﾗﾝｽﾎﾟｰﾄ","ﾊﾞﾝﾃｯｸ","103-0023","東京都中央区","日本橋本町4-9-11","第9中央ビル5F","10300234-9-11-9-5","03-5847-5630","03-5847-5635","100097","ﾊﾞﾝﾃｯｸﾜｰﾙﾄﾞﾄﾗﾝｽﾎﾟｰﾄ","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100098","税関","","税関","ｾﾞｲｶﾝ","","","","","","","","100098","税関","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",0,"現金",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100099","銀行","","銀行","ｷﾞﾝｺｳ","","","","","","","","100099","銀行","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100100","中南海貿易　有限会社","","中南海貿易㈲","ﾁｭｳﾅﾝｶ","110-0015","東京都台東区","東上野1-9-7","ビジョン東上野ビル5F","11000151-9-7-5","03-3834-0371","03-3837-2386","100100","中南海貿易㈲","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",0,"現金",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100101","エスピービー　株式会社","","エスピービー㈱","ｴｽﾋﾟｰﾋ","460-0008","愛知県名古屋市中区","栄3-18-1","ﾅﾃﾞｨｱﾊﾟｰｸﾋﾞｼﾞﾈｽｾﾝﾀｰﾋﾞﾙ14F","46000083-18-1-14","052-269-1580","052-269-1581","100101","エスピービー㈱","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",398447,728460,"100101","エスピービー㈱","西暦","","表示","出力対象",0
"100102","株式会社　マルゼキ","","㈱マルゼキ","ﾏﾙｾﾞｷ","113-0033","東京都文京区","本郷2-15-13","お茶の水ウイングビル8F","11300332-15-13-8","03-5615-8785","03-5615-8783","100102","㈱マルゼキ","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",57261,29809,"000000","","西暦","","表示","出力対象",0
"100103","株式会社　ケンテックスジャパン","","㈱ｹﾝﾃｯｸｽｼﾞｬﾊﾟﾝ","ｹﾝﾃｯｸｽ","110-0005","東京都台東区","上野5-5-8","IMIビル2F","11000055-5-8-2","03-5846-0811","03-5846-0812","100103","㈱ｹﾝﾃｯｸｽｼﾞｬﾊﾟﾝ","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",1561464,1030266,"000000","","西暦","","表示","出力対象",0
"100104","有限会社","エイケイエクスポートジャパン","㈲ｴｲｹｲｴｸｽﾎﾟｰﾄｼﾞｬﾊﾟﾝ","ｴｲｹｲｴｸ","110-0016","東京都台東区","台東4-27-7-301","","11000164-27-7-301","03-3836-6507","03-3836-6517","100104","㈲ｴｲｹｲｴｸｽﾎﾟｰﾄｼﾞｬﾊﾟﾝ","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100105","アーサー　株式会社","","アーサー㈱","ｱｰｻｰ","540-0013","大阪府大阪市中央区","内久宝寺町4-3-8","","54000134-3-8","06-6768-1788","06-6768-1799","100105","アーサー㈱","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"100105","アーサー㈱","西暦","","表示","出力対象",0
"100106","株式会社　ホーゲル","","㈱ホーゲル","ﾎｰｹﾞﾙ","542-0081","大阪府大阪市中央区","南船場1-11-3","","54200811-11-3","06-6265-3580","06-6265-3584","100106","㈱ホーゲル","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100107","MANLEI PRECISION LTD","","MANLEI PRECISION LTD","ﾏﾝﾚｲ","","","","","","","","100107","MANLEI PRECISION LTD","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100108","エガナ・タイム・ジャパン","株式会社","ｴｶﾞﾅﾀｲﾑｼﾞｬﾊﾟﾝ㈱","ｴｶﾞﾅ･ﾀ","171-0021","東京都豊島区","西池袋5-26-19","陸王西池袋ビル　7F","17100215-26-19-7","03-5995-2806","03-5995-2775","100108","ｴｶﾞﾅﾀｲﾑｼﾞｬﾊﾟﾝ㈱","通常","000008","河田哲哉",20,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100109","有限会社　サンプランマイド","","㈲サンプランマイド","ｻﾝﾌﾟﾗﾝ","110-0016","東京都台東区","台東3-13-9","第2星野ビル4F","11000163-13-9-2-4","03-5812-8035","03-5812-5905","100109","㈲サンプランマイド","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"100109","㈲サンプランマイド","西暦","","表示","出力対象",0
"100110","有限会社アフェクティー・エ・コー","","㈲ｱﾌｪｸﾃｨｰ･ｴ･ｺｰ","ｱﾌｪｸﾃｨ","273-0012","千葉県船橋市","浜町2-2-5-1002","","27300122-2-5-1002","047-433-1127","047-433-1129","100110","㈲ｱﾌｪｸﾃｨｰ･ｴ･ｺｰ","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100111","東京税関","","東京税関","ﾄｳｷｮｳｾ","","","","","","","","100111","東京税関","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",0,"現金",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100112","有限会社　ティーズスタイル","","㈲ティーズスタイル","ﾃｨｰｽﾞｽ","564-0051","大阪府吹田市","豊津町11-16","第一かつみビル2F","564005111-16-2","06-4861-0777","06-4861-1777","100112","㈲ティーズスタイル","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100113","株式会社　原田企画","","㈱原田企画","ﾊﾗﾀﾞｷｶ","104-0061","東京都中央区","銀座8-9-11","銀座天國ビル　6F","10400618-9-11-6","03-3571-0911","03-3571-5044","100113","㈱原田企画","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100114","海外新聞普及　株式会社","","海外新聞普及㈱","ｶｲｶﾞｲｼ","108-0023","東京都港区","芝浦2-9-13","","10800232-9-13","03-5476-8128","","100114","海外新聞普及㈱","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100115","日本ゴールドファイル販売","株式会社","日本ｺﾞｰﾙﾄﾞﾌｧｲﾙ販売㈱","ﾆﾎﾝｺﾞｰ","171-0021","東京都豊島区","西池袋5-26-17","陸王西池袋ビル7F","17100215-26-17-7","03-5995-2750","03-5995-2775","100115","日本ｺﾞｰﾙﾄﾞﾌｧｲﾙ販売㈱","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100116","有限会社　エバーグリーン","","㈲エバーグリーン","ｴﾊﾞｰｸﾞ","116-0014","東京都荒川区","東日暮里1-16-5-302","","11600141-16-5-302","03-3891-6559","03-3891-6559","100116","㈲エバーグリーン","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100117","有限会社　ノルディック","","㈲ノルディック","ﾉﾙﾃﾞｨｯ","540-0004","大阪府大阪市中央区","玉造1-21-22","第二t鍵ビル202号","54000041-21-22-T202","06-6763-3117","","100117","㈲ノルディック","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100118","有限会社　ココデス","","㈲ココデス","ｺｺﾃﾞｽ","332-0001","埼玉県川口市","朝日1-21-17","","33200011-21-17","090-9348-6924","048-226-7233","100118","㈲ココデス","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100119","有限会社　クライム","","㈲クライム","ｸﾗｲﾑ","285-0034","千葉県佐倉市","千成2-22-7","","28500342-22-7","043-485-5765","043-485-5765","100119","㈲クライム","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100120","株式会社　長屋商会","","㈱長屋商会","ﾅｶﾞﾔｼｮ","567-0887","大阪府茨木市","西中条町3番","ＮＳビル3階","56708873","072-645-0770","072-645-0778","100120","㈱長屋商会","通常","000015","石井伸洋",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",1522422,1751544,"000000","","西暦","","表示","出力対象",0
"100121","SKY LONG INTERNATONAL LTD","","SKY LONG INTERNATONA","ｽｶｲﾛﾝｸ","","","","","","","","100121","SKY LONG INTERNATONA","通常","000008","河田哲哉",30,0,0,25,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",-11164120,0,"000000","","西暦","","表示","出力対象",0
"100122","株式会社　トリガー","","㈱トリガー","ﾄﾘｶﾞｰ","114-0002","東京都北区","王子3-22-24","東建会館4F","11400023-22-24-4","03-5902-7881","","100122","㈱トリガー","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100123","有限会社　ジュリア商会","","㈲ジュリア商会","ｼﾞｭﾘｱｼ","110-0005","東京都台東区","上野3-7-8","","11000053-7-8","03-3837-2676","03-3837-2709","100123","㈲ジュリア商会","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100124","オリエント時計　株式会社","","オリエント時計㈱","ｵﾘｴﾝﾄﾄ","160-0022","東京都新宿区","新宿4-1-6","JR新宿ミライナタワー29階","16000224-1-6-29","03-5312-0456","03-5312-0456","100124","オリエント時計㈱","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",338511,0,"000000","","西暦","","表示","出力対象",0
"100125","スウォッチグループジャパン","株式会社　ティソ事業部","ｽｳｫｯﾁｸﾞﾙｰﾌﾟﾃｨｿ","ﾃｨｿ","104-0061","東京都中央区","銀座7-13-8","第2丸高ビル9F","10400617-13-8-2-9","03-5565-1441","03-5565-1465","100125","ｽｳｫｯﾁｸﾞﾙｰﾌﾟﾃｨｿ","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",3589920,-258768,"000000","","西暦","","表示","出力対象",0
"100126","ｴｶﾞﾅ･ｺﾞｰﾙﾄﾞﾌｧｲﾙ･ｼﾞｬﾊﾟﾝ","株式会社","ｴｶﾞﾅ･ｺﾞｰﾙﾄﾞﾌｧｲﾙ･ｼﾞｬﾊ","ｴｶﾞﾅ･ｺ","171-0021","東京都豊島区","西池袋5-26-19","陸王西池袋ビル7Ｆ","17100215-26-19-7","03-5995-2806","03-5995-2775","100126","ｴｶﾞﾅ･ｺﾞｰﾙﾄﾞﾌｧｲﾙ･ｼﾞｬﾊ","通常","000008","河田哲哉",20,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100127","有限会社　ティーアンドアイ","","㈲ティーアンドアイ","ﾃｨｰｱﾝﾄ","110-0005","東京都台東区","上野3-15-8","寺田ビル2F","11000053-15-8-2","03-3839-0311","03-3839-0318","100127","㈲ティーアンドアイ","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,5400,"000000","","西暦","","表示","出力対象",0
"100128","セイコーウォッチ　株式会社","","セイコーウォッチ㈱","ｾｲｺｰｳｫ","104-0061","東京都中央区","銀座1-26-1","","10400611-26-1","03-3564-4651","03-3564-5427","100128","セイコーウォッチ㈱","通常","000011","三島和晃",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",8897688,6913306,"000000","","西暦","","表示","出力対象",0
"100129","株式会社　タイアップ","","㈱タイアップ","ﾀｲｱｯﾌﾟ","576-0052","大阪府交野市","私部7-5-1","サンシティ交野610号","57600527-5-1-610","070-6920-4891","072-892-1871","100129","㈱タイアップ","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100130","株式会社　ランク","","㈱ランク","ﾗﾝｸ","110-0015","東京都台東区","東上野1-7-12","","11000151-7-12","03-3833-2621","03-3833-2622","100130","㈱ランク","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100131","中国寧波広海　有限公司","","中国寧波広海有限公司","ﾁｭｳｺﾞｸ","","CHONG SHOU ECONMIC DEVLOP.NINGBO","CHINA","","","","","100131","中国寧波広海有限公司","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100132","マルマン　株式会社","ヘルスケア事業部","マルマン㈱","ﾏﾙﾏﾝ","101-0021","東京都千代田区","外神田1-8-13","NREG秋葉原ビル　4階","10100211-8-13-4","03-3526-9980","03-3526-9981","100132","マルマン㈱","通常","000008","河田哲哉",30,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",-33264,0,"000000","","西暦","","表示","出力対象",0
"100133","ｼﾞｬﾊﾟﾝﾎﾟｰﾄｻｰﾋﾞｽ　株式会社","","ｼﾞｬﾊﾟﾝﾎﾟｰﾄｻｰﾋﾞｽ㈱","ｼﾞｬﾊﾟﾝ","140-0004","東京都品川区","南品川5-6-9","JPSビル","14000045-6-9","03-3450-9150","03-3450-9155","100133","ｼﾞｬﾊﾟﾝﾎﾟｰﾄｻｰﾋﾞｽ㈱","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100134","株式会社　和工","","㈱和工","ﾜｺｳ","335-0033","埼玉県戸田市","笹目北町12-11","","335003312-11","048-421-9831","048-422-1859","100134","㈱和工","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",404784,633042,"000000","","西暦","","表示","出力対象",0
"100135","株式会社　リンク","","㈱リンク","ﾘﾝｸ","557-0031","大阪府大阪市西成区","鶴見橋2-8-12","","55700312-8-12","06-7504-8463","06-6568-0775","100135","㈱リンク","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",127332,56484,"000000","","西暦","","表示","出力対象",0
"100136","株式会社ホッタインターナショナル","","㈱ﾎｯﾀｲﾝﾀｰﾅｼｮﾅﾙ","ﾎｯﾀｲﾝﾀ","104-0061","東京都中央区","銀座7-13-10","日本興亜銀座ビル　2階","10400617-13-10-2","03-6226-4715","03-6225-4719","100136","㈱ﾎｯﾀｲﾝﾀｰﾅｼｮﾅﾙ","通常","000008","河田哲哉",30,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100137","株式会社　エムメリディアン","","㈱エムメリディアン","ｴﾑﾒﾘﾃﾞ","107-0052","東京都港区","赤坂4-1-33","赤坂中西ビル5F","10700524-1-33-5","03-3586-9455","03-3586-7875","100137","㈱エムメリディアン","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100138","株式会社　五十君商店","","㈱五十君商店","ｲｷﾞﾐｼｮ","110-0005","東京都台東区","上野5-24-1","","11000055-24-1","03-3831-8035","03-3835-9451","100138","㈱五十君商店","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100139","株式会社　ドンキーボックス","","㈱ドンキーボックス","ﾄﾞﾝｷｰﾎ","114-0012","東京都北区","田端新町1-7-9","相光ビル3F","11400121-7-9-3","03-6240-8971","03-6240-8972","100139","㈱ドンキーボックス","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100140","ｽｳｫｯﾁｸﾞﾙｰﾌﾟｼﾞｬﾊﾟﾝ　株式会社","ｽｳｫｯﾁ事業部","ｽｳｫｯﾁｸﾞﾙｰﾌﾟｽｳｫｯﾁ","ｽｳｫｯﾁｸ","1048188","東京都中央区","銀座7-9-18","ニコラス･G･ハイエックセンター","10400617-9-18-G","03-6254-7400","03-6254-7127","100140","ｽｳｫｯﾁｸﾞﾙｰﾌﾟｽｳｫｯﾁ","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",2157245,-549180,"000000","","西暦","","表示","出力対象",0
"100141","タパック　株式会社","","タパック　㈱","ﾀﾊﾟｯｸ","160-0022","東京都新宿区","新宿1-11-12","岩下ビル　6F","16000221-11-12-6","03-3354-5341","03-3354-5346","100141","タパック　㈱","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",672300,316440,"000000","","西暦","","表示","出力対象",0
"100142","株式会社　サエラ研究所","","㈱サエラ研究所","ｻｴﾗｹﾝｷ","140-0001","東京都品川区","北品川1-22-17-408","","14000011-22-17-408","03-5463-1629","03-5463-2278","100142","㈱サエラ研究所","通常","000008","河田哲哉",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100143","MGIジャパン　株式会社","","MGIジャパン㈱","ｴﾑｼﾞｰｱ","108-0074","東京都港区","高輪3-4-1","高輪偕成ビル3F","10800743-4-1-3","03-6408-0719","03-6408-0729","100143","MGIジャパン㈱","通常","000008","河田哲哉",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100144","ノア精密　株式会社","","ノア精密㈱","ﾉｱｾｲﾐﾂ","111-0042","東京都台東区","寿1-6-7","ユーハイツ伸光","11100421-6-7","03-3841-9507","03-3841-9987","100144","ノア精密㈱","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100145","C&C　株式会社","","C&C㈱","ｼｰｱﾝﾄﾞ","6048161","京都府京都市中京区烏丸通六角下る","七観音町629-1","","6048162629-1","075-231-6577","075-231-2966","100145","C&C㈱","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100146","原田商会　株式会社","","原田商会㈱","ﾊﾗﾀﾞｼｮ","532-0031","大阪府大阪市淀川区","加島3-2-15","","53200313-2-15","06-6306-0777","06-6306-0766","100146","原田商会㈱","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",91152,55944,"000000","","西暦","","表示","出力対象",0
"100147","アイウォッチ　有限会社","","アイウォッチ㈲","ｱｲｳｫｯﾁ","393-0000","長野県諏訪郡下諏訪町9548番地","","","3930000","0266-28-9961","0266-28-9961","100147","アイウォッチ㈲","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100148","株式会社　フレグリー","","㈱フレグリー","ﾌﾚｸﾞﾘｰ","271-0092","千葉県松戸市","松戸2060","松戸商工会議所　別館　2F","27100922060-2","047-711-5750","047-711-5740","100148","㈱フレグリー","通常","000015","石井伸洋",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",1049760,379728,"000000","","西暦","","表示","出力対象",0
"100149","スウォッチグループジャパン","株式会社　ENDURA事業部","ｽｳｫｯﾁｸﾞﾙｰﾌﾟENDURA","ｽｳｫｯﾁｸ","104-8188","東京都中央区","銀座7-9-18","ニコラス・G・ハイエックセンター","10400617-9-18-G","03-6254-7279","03-3545-7124","100149","ｽｳｫｯﾁｸﾞﾙｰﾌﾟENDURA","通常","000011","三島和晃",30,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100150","株式会社　フォッシルジャパン","","㈱フォッシルジャパン","ﾌｫｯｼﾙｼ","151-0051","東京都渋谷区","千駄ケ谷5-33-8","SOUTH GATE新宿　7F","15100515-33-8-7","03-5312-2361","03-5312-2362","100150","㈱フォッシルジャパン","通常","000008","河田哲哉",30,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100151","株式会社　ﾄﾗﾝｽﾖｰﾛｯﾊﾟｺｰﾎﾟﾚｰｼｮﾝ","","㈱ﾄﾗﾝｽﾖｰﾛｯﾊﾟｺｰﾎﾟﾚｰｼｮ","ﾄﾗﾝｽﾖｰ","110-0015","東京都台東区","東上野2-10-13","フォーチュン福田ビル2F","11000152-10-13-2","03-5826-4250","03-5826-4249","100151","㈱ﾄﾗﾝｽﾖｰﾛｯﾊﾟｺｰﾎﾟﾚｰｼｮ","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",698608,0,"000000","","西暦","","表示","出力対象",0
"100152","栄光時計　株式会社","","栄光時計㈱","ｴｲｺｳﾄｹ","541-0059","大阪府大阪市中央区","博労町3-3-1","","54100593-3-1","06-6244-8805","","100152","栄光時計㈱","通常","000008","河田哲哉",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
