"得意先ｺｰﾄﾞ","得意先名１","得意先名２","得意先名略称","得意先名索引","郵便番号","住所１","住所２","住所３","電話番号","ＦＡＸ番号","取引区分名","請求先ｺｰﾄﾞ","請求先名","請求先区分名","担当者ｺｰﾄﾞ","担当者名","締日１","締日２","締日３","入金日１","入金日２","入金日３","入金ｻｲｸﾙ１","入金ｻｲｸﾙ名１","入金ｻｲｸﾙ２","入金ｻｲｸﾙ名２","入金ｻｲｸﾙ３","入金ｻｲｸﾙ名３","入金条件１","入金条件名１","入金条件２","入金条件名２","入金条件３","入金条件名３","与信限度額"
"200171","バンガード　有限会社","","バンガード㈲","ﾊﾞﾝｶﾞｰ","270-2254","千葉県松戸市","河原塚237-4","ラルゴハ柱1F","047-383-1401","047-383-1402","","200171","バンガード㈲","通常","000003","岡田",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200172","株式会社","マタハリーエンターテイメント","㈱ﾏﾀﾊﾘｰｴﾝﾀｰﾃｲﾒﾝﾄ","ﾏﾀﾊﾘｰｴ","210-0014","神奈川県川崎市川崎区","貝塚2-5-3","","044-244-1211","044-245-8563","","200172","㈱ﾏﾀﾊﾘｰｴﾝﾀｰﾃｲﾒﾝﾄ","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200173","株式会社　イオン","ﾆﾐｳｽ　ｲｵﾝ高松東店","ｲｵﾝ高松東店","ﾆﾐｳｽ","760-0066","香川県高松市","福岡町3-8-5","","087-826-4111","087-826-4121","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200174","オフィス・マツダ","","オフィス・マツダ","ｵﾌｨｽ･ﾏ","065-0014","北海道札幌市東区","北十四条東14丁目2-1","プラスパークN14　403号","011-743-2288","011-743-2288","","200174","オフィス・マツダ","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200175","FINE TIME","","FINE TIME","ﾌｧｲﾝﾀｲ","142-0062","東京都品川区","小山5-16-16","WISTERIA 1B","03-3787-8188","03-3787-8188","","200175","FINE TIME","通常","000003","岡田",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",100000
"200176","株式会社　サントロペ","","㈱サントロペ","ｻﾝﾄﾛﾍﾟ","107-0052","東京都港区","赤坂3-10-10","","03-5562-5400","","","200176","㈱サントロペ","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",500000
"200177","株式会社　イオン","ｲｵﾝ　熊谷店","ｲｵﾝ熊谷店","ｲｵﾝ","360-0815","埼玉県熊谷市","本石2-135","","048-529-3131","048-529-1471","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200178","株式会社　イオン","ﾆﾐｳｽ　ｲｵﾝ豊川店","ｲｵﾝ豊川店","ﾆﾐｳｽ","442-0048","愛知県豊川市","開運通2丁目31","","0533-89-6131","0533-89-6135","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200179","イオンリテール　株式会社","ﾆﾐｳｽ　ｲｵﾝ防府店","ｲｵﾝ防府店","ﾆﾐｳｽ","747-0802","山口県防府市","中央町1-3","","0835-24-5721","0835-24-5733","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200180","株式会社エルシオントレーディング","","㈱ｴﾙｼｵﾝﾄﾚｰﾃﾞｨﾝｸﾞ","ｴﾙｼｵﾝﾄ","106-0046","東京都港区","元麻布3-10-9","","03-3796-1370","03-3408-5527","","200180","㈱ｴﾙｼｵﾝﾄﾚｰﾃﾞｨﾝｸﾞ","通常","000005","㈱インテック",30,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200181","株式会社　イオン","ﾆﾐｳｽ　ｲｵﾝ市川妙典","ｲｵﾝ市川妙典","ﾆﾐｳｽ","272-0111","千葉県市川市","妙典5丁目3-1","","047-397-9831","","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200182","株式会社　ミリオンタイム","","㈱ミリオンタイム","ﾐﾘｵﾝﾀｲ","171-0022","東京都豊島区","南池袋3-13-7-503","","03-5396-1466","03-5396-1468","","200182","㈱ミリオンタイム","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",0,"現金",0,"",0,"",1
"200183","株式会社　イオン","ｲｵﾝ　姫路店","ｲｵﾝ姫路店","ｲｵﾝ","670-0807","兵庫県姫路市","増位本町2-12-10","","0792-24-2121","0792-88-6815","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200184","丸蔵商店","","丸蔵商店","ﾏﾙｸﾗｼｮ","183-0003","東京都府中市","朝日町2-20-16","小沼マンション301","042-352-0907","042-352-0917","","200184","丸蔵商店","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200185","有限会社　R&S","","㈲R&S","ｱｰﾙｱﾝﾄ","180-0002","東京都武蔵野市","吉祥寺東町3-13-10","ハイツ橘101","0422-22-5727","0422-22-5727","","200185","㈲R&S","通常","000005","㈱インテック",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200186","株式会社　ケイメイト","","㈱ケイメイト","ｹｲﾒｲﾄ","157-0062","東京都世田谷区","南烏山1-12-10","","03-3329-8466","03-3329-8466","","200186","㈱ケイメイト","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200187","株式会社　永山","","㈱永山","ｴｲｻﾝｷｶ","101-0021","東京都千代田区","外神田1-16-10　3階","","03-3526-3062","03-3526-3063","","200187","㈱永山","通常","000019","松宮",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",100000
"200188","有限会社　オノトレーディング","","㈲オノトレーディング","ｵﾉﾄﾚｰﾃ","133-0044","東京都江戸川区","本一色1-4-22","","03-5662-5471","03-5662-6942","","200188","㈲オノトレーディング","通常","000008","河田",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",300000
"200189","株式会社　シラカワ","","㈱シラカワ","ｼﾗｶﾜ","311-4164","茨城県水戸市","谷津町1-30","水戸西流通センター内","029-257-1877","029-257-1875","","200189","㈱シラカワ","通常","000009","赤木",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200190","株式会社　オザキ","","㈱オザキ","ｵｻﾞｷ","460-0011","愛知県名古屋市中区","大須3-5-24","","052-241-5291","052-241-6207","","200190","㈱オザキ","通常","000019","松宮",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",5000000
"200191","ツーワン","","ツーワン","ﾂｰﾜﾝ","441-3302","愛知県豊橋市","杉山町字東谷86-1","","0532-39-6822","0532-39-6833","","200191","ツーワン","通常","000008","河田",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",300000
"200192","株式会社　オーシャン","","㈱オーシャン","ｵｰｼｬﾝ","231-0062","神奈川県横浜市中区","桜木町3-9","岩城ビル","045-212-3755","045-242-6246","","200192","㈱オーシャン","通常","000009","赤木",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200193","福和　株式会社","","福和㈱","ﾌｸﾜ","114-0003","東京都北区","豊島8-816-407","","03-3911-8684","03-3911-1594","","200193","福和㈱","通常","000009","赤木",20,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200194","株式会社　ｱｯｷｰｲﾝﾀｰﾅｼｮﾅﾙ","","㈱ｱｯｷｰｲﾝﾀｰﾅｼｮﾅﾙ","ｱｯｷｰｲﾝ","101-0021","東京都千代田区","外神田1-12-1","","03-5207-7230","03-5207-7231","","200194","㈱ｱｯｷｰｲﾝﾀｰﾅｼｮﾅﾙ","通常","000019","松宮",30,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",3000000
"200195","株式会社　サンメイト","","㈱サンメイト","ｻﾝﾒｲﾄ","454-0911","愛知県名古屋市中川区","高畑4-55","","052-364-5488","052-353-0209","","200195","㈱サンメイト","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200196","有限会社　GTO","","㈲GTO","ｼﾞｰﾃｨｰ","175-0092","東京都板橋区","赤塚2-36-20-402","","03-5904-5401","03-5904-5402","","200196","㈲GTO","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",800000
"200197","有限会社　エムティータナカ","","㈲エムティータナカ","ｴﾑﾃｨｰﾀ","131-0031","東京都墨田区","墨田2-13-9","","03-3618-2257","03-3618-7865","","200197","㈲エムティータナカ","通常","000009","赤木",20,0,0,15,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200198","有限会社　里見商会","","㈲里見商会","ｻﾄﾐｼｮｳ","110-0016","東京都台東区","台東1-29-3-506","","03-3835-4925","03-3835-4920","","200198","㈲里見商会","通常","000009","赤木",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200199","株式会社　カネヒロ","","㈱カネヒロ","ｶﾈﾋﾛ","816-0845","福岡県春日市","白水ケ丘3-16","","092-581-0008","092-585-3728","","200199","㈱カネヒロ","通常","000008","河田",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",3000000
"200200","有限会社　オートミ","","㈲オートミ","ｵｰﾄﾐ","130-0002","東京都墨田区","業平2-9-10","アートビル1F","03-5637-1537","03-5637-1538","","200200","㈲オートミ","通常","000002","釘宮",30,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200201","アテックス　株式会社","","アテックス㈱","ｱﾃｯｸｽ","101-0032","東京都千代田区","岩本町2-8-15","井桁ビル7F","03-5833-3881","","","200201","アテックス㈱","通常","000009","赤木",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200202","株式会社　アバンス","","名古屋㈱アバンス","ｱﾊﾞﾝｽ","464-0850","愛知県名古屋市千種区","今池5-1-5","フルカワビル11F","052-745-7300","052-745-7633","","200202","名古屋㈱アバンス","本店","000008","河田",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200203","株式会社　アップルクリエーション","","㈱ｱｯﾌﾟﾙｸﾘｴｰｼｮﾝ","ｱｯﾌﾟﾙｸ","103-0007","東京都中央区","日本橋浜町2-23-5","ＪＰ浜町ビル2Ｆ","03-5614-2072","03-5614-2073","","200203","㈱ｱｯﾌﾟﾙｸﾘｴｰｼｮﾝ","通常","000003","岡田",30,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200205","株式会社　アバンス","モンプルミエ関店","モンプルミエ関店","ﾓﾝﾌﾟﾙﾐ","501-3936","岐阜県関市","倉知516番地","サンサンシティマーゴ2F","0575-21-0757","","","200202","名古屋㈱アバンス","支店","000008","河田",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200206","株式会社　アバンス","モンプルミエ伊勢店","モンプルミエ伊勢店","ﾓﾝﾌﾟﾙﾐ","516-0007","三重県伊勢市","小木町字曽弥538番地","イオンﾗﾗﾊﾟｰｸｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ1F","0596-31-1186","0596-36-1104","","200202","名古屋㈱アバンス","支店","000008","河田",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200207","株式会社　アバンス","モンプルミエ松阪店","モンプルミエ松阪店","ﾓﾝﾌﾟﾙﾐ","515-0812","三重県松阪市","船江町1392-2","マーム2F","0598-52-5858","","","200202","名古屋㈱アバンス","支店","000008","河田",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200208","株式会社　アバンス","モンプルミエ北戸田店","モンプルミエ北戸田店","ﾓﾝﾌﾟﾙﾐ","335-0032","埼玉県戸田市","美女木東1丁目3-1","イオン北戸田店1F","048-449-0487","048-449-5288","","200202","名古屋㈱アバンス","支店","000008","河田",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200209","株式会社　アバンス","モンプルミエ姫路大津店","モンプルミエ姫路大津","ﾓﾝﾌﾟﾙﾐ","671-1146","兵庫県姫路市","大津区大津町2丁目5番","イオン姫路大津店","0792-30-6896","0792-37-0153","","200202","名古屋㈱アバンス","支店","000008","河田",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200210","株式会社　三福","","㈱三福","ﾐﾌｸ","540-0005","大阪府大阪市中央区","上町1-1-24","上町テックビル602号","06-6768-0080","06-6768-0081","","200210","㈱三福","通常","000015","石井",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200211","マルマンオプティカル","株式会社","マルマンオプティカル","ﾏﾙﾏﾝｵﾌ","161-0033","東京都新宿区","下落合2-3-18","SKビル","03-5982-5151","03-5982-5155","","200211","マルマンオプティカル","通常","000008","河田",30,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200212","有限会社　エミネンス","","㈲エミネンス","ｴﾐﾈﾝｽ","151-0053","東京都渋谷区","代々木2-38-1","千歳ビル305","03-3320-3680","03-3320-3768","","200212","㈲エミネンス","通常","000009","赤木",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200213","有限会社　ｴｽﾜｲｴﾑｺｰﾎﾟﾚｰｼｮﾝ","","㈲ｴｽﾜｲｴﾑｺｰﾎﾟﾚｰｼｮﾝ","ｴｽﾜｲｴﾑ","004-0053","北海道札幌市厚別区","厚別中央三条5丁目2-13","","011-896-6486","011-896-6486","","200213","㈲ｴｽﾜｲｴﾑｺｰﾎﾟﾚｰｼｮﾝ","通常","000005","㈱インテック",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200214","株式会社　バンビ","","㈱バンビ","ﾊﾞﾝﾋﾞ","110-0016","東京都台東区","台東4-32-1","","03-5688-0120","03-3831-3256","","200214","㈱バンビ","通常","000015","石井",30,0,0,20,0,0,1,"翌月",0,"",0,"",2,"手形",0,"",0,"",3000000
"200215","株式会社　アムス","","㈱アムス","ｱﾑｽ","491-0871","愛知県一宮市","浅野字大島14","","0586-76-8194","0586-76-7501","","200215","㈱アムス","通常","000008","河田",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200216","株式会社　ｱﾊﾞﾝｾｺｰﾎﾟﾚｰｼｮﾝ","東京事務所","㈱ｱﾊﾞﾝｾｺｰﾎﾟﾚｰｼｮﾝ","ｱﾊﾞﾝｾ","101-0064","東京都千代田区","猿楽町2-1-1","桐山ビル3F","03-5280-7678","03-3295-4353","","200216","㈱ｱﾊﾞﾝｾｺｰﾎﾟﾚｰｼｮﾝ","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200217","株式会社　東急ハンズ","","㈱東急ハンズ","ﾄｳｷｭｳﾊ","150-0043","東京都渋谷区","道玄坂1-10-7","五島育英会ビル　3F","03-3780-5161","","","200217","㈱東急ハンズ","本店","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200218","夢みつけ隊　株式会社","","夢みつけ隊㈱","ﾕﾒﾐﾂｹﾀ","160-0005","東京都新宿区","愛住町13-10","新宿杉山ビル","03-5369-7831","03-5369-7902","","200218","夢みつけ隊㈱","通常","000020","高橋寛",20,0,0,20,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",300000
"200219","株式会社　ネットプライス","ID1917-10","㈱ネットプライス","ﾈｯﾄﾌﾟﾗｲｽ","104-0045","東京都中央区","築地4-1-17","銀座大野ビル9階","03-6853-5951","03-6853-5959","","200219","㈱ネットプライス","通常","000015","石井",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",5000000
"200220","ｲﾝﾍﾟﾘｱﾙ・ｴﾝﾀｰﾌﾟﾗｲｽﾞ","株式会社","ｲﾝﾍﾟﾘｱﾙ・ｴﾝﾀｰﾌﾟﾗｲｽﾞ","ｲﾝﾍﾟﾘｱ","116-0014","東京都荒川区","東日暮里5-7-18","コスモパークビル　6Ｆ","03-5810-8181","03-5810-8160","","200220","ｲﾝﾍﾟﾘｱﾙ・ｴﾝﾀｰﾌﾟﾗｲｽﾞ","通常","000020","高橋寛",20,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",500000
"200221","株式会社　木村屋貿易","","㈱木村屋貿易","ｷﾑﾗﾔﾎﾞ","110-0015","東京都台東区","東上野1-13-4","","03-3836-6789","03-3836-6788","","200221","㈱木村屋貿易","通常","000005","㈱インテック",30,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200222","株式会社　エスパル名古屋","","㈱エスパル名古屋","ｴｽﾊﾟﾙﾅ","492-0000","愛知県稲沢市祖父江町本甲大蒲53-9","","","0587-98-3001","","","200017","㈱エスパル","支店","000008","河田",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200223","株式会社　ｳｫｯﾁﾋﾞｼﾞﾈｽｶﾝﾊﾟﾆｰ","","㈱ｳｫｯﾁﾋﾞｼﾞﾈｽｶﾝﾊﾟﾆｰ","ｳｫｯﾁﾋﾞ","733-0833","広島県広島市西区","商工センター　2-3-1","","082-501-4001","082-501-4002","","200223","㈱ｳｫｯﾁﾋﾞｼﾞﾈｽｶﾝﾊﾟﾆｰ","本店","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200224","株式会社　東急ハンズ","渋谷店","㈱東急ハンズ渋谷店","ﾄｳｷｭｳﾊ","150-0042","東京都渋谷区","宇田川町12-18","","03-5489-5111","","","200217","㈱東急ハンズ","支店","000011","三島",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200225","株式会社　東急ハンズ","横浜店","㈱東急ハンズ横浜店","ﾄｳｷｭｳﾊ","220-0005","神奈川県横浜市西区","南幸2-13","","045-320-0109","","","200217","㈱東急ハンズ","支店","000011","三島",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200226","株式会社　東急ハンズ","三宮店","㈱東急ハンズ三宮店","ﾄｳｷｭｳﾊ","650-0011","兵庫県神戸市中央区","下山手通2-10-1","","078-321-6161","","","200217","㈱東急ハンズ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200227","株式会社　東急ハンズ","心斎橋店","㈱東急ハンズ心斎橋店","ﾄｳｷｭｳﾊ","542-0081","大阪府大阪市中央区","南船場3-4-12","","06-6282-6812","","","200217","㈱東急ハンズ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200228","株式会社　東急ハンズ","広島店","㈱東急ハンズ広島店","ﾄｳｷｭｳﾊ","730-0013","広島県広島市中区","八丁堀16-10","","082-228-3011","","","200217","㈱東急ハンズ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200229","株式会社　東急ハンズ","町田店","㈱東急ハンズ町田店","ﾄｳｷｭｳﾊ","194-0013","東京都町田市","原町田6-4-1","町田東急ツインズイースト7・6F","042-728-2511","","","200217","㈱東急ハンズ","支店","000011","三島",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200230","株式会社　三交ｸﾘｴｲﾃｨﾌﾞ･ﾗｲﾌ","東急ハンズ　名古屋店","㈱三交ｸﾘｴｲﾃｨﾌﾞ･ﾗｲﾌ","ﾄｳｷｭｳ","450-0002","愛知県名古屋市中村区","名駅3-21-7","名古屋三交ビル5F","052-587-2111","","","200230","㈱三交ｸﾘｴｲﾃｨﾌﾞ･ﾗｲﾌ","本店","000019","松宮",30,0,0,30,0,0,1,"翌月",0,"",0,"",9,"指定なし",0,"",0,"",1000000
"200231","株式会社　東急ハンズ","札幌店","㈱東急ハンズ札幌店","ﾄｳｷｭｳﾊ","060-0061","北海道札幌市中央区","南一条西6-4-1","","011-218-6111","","","200217","㈱東急ハンズ","支店","000008","河田",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",200000
"200232","株式会社　東急ハンズ","新宿店","㈱東急ハンズ新宿店","ﾄｳｷｭｳﾊ","151-0051","東京都渋谷区","千駄ケ谷5-24-2","","03-5361-3111","","","200217","㈱東急ハンズ","支店","000011","三島",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200233","株式会社　東急ハンズ","","㈱東急ハンズ","ﾄｳｷｭｳﾊ","","","","","","","","200217","㈱東急ハンズ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200234","タイムタイム　高松店","","タイムタイム　高松店","ﾀｲﾑﾀｲﾑ","761-8072","香川県高松市","三条町字中所608-1","ゆめタウン高松店　1F","087-864-5397","","","200223","㈱ｳｫｯﾁﾋﾞｼﾞﾈｽｶﾝﾊﾟﾆｰ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200235","タイムタイム　久留米店","","タイムタイム　久留米","ﾀｲﾑﾀｲﾑ","839-0865","福岡県久留米市","新合川1-2-1","ゆめタウン久留米　1F","0942-45-7690","","","200223","㈱ｳｫｯﾁﾋﾞｼﾞﾈｽｶﾝﾊﾟﾆｰ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200236","タイムタイム　明野店","","タイムタイム　明野店","ﾀｲﾑﾀｲﾑ","870-0161","大分県大分市","明野東1-1-1","明野センターアクロス　3F","097-503-0010","","","200223","㈱ｳｫｯﾁﾋﾞｼﾞﾈｽｶﾝﾊﾟﾆｰ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200237","タイムタイム　光の森店","","タイムタイム　光の森","ﾀｲﾑﾀｲﾑ","869-1101","熊本県菊池郡菊陽町","津久礼3310","ゆめタウン光の森　1F","096-233-0642","","","200223","㈱ｳｫｯﾁﾋﾞｼﾞﾈｽｶﾝﾊﾟﾆｰ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200238","タイムタイム　大分店","","タイムタイム　大分店","ﾀｲﾑﾀｲﾑ","870-0174","大分県大分市","公園通り西2-1","パークプレイス大分　2F","097-524-3906","","","200223","㈱ｳｫｯﾁﾋﾞｼﾞﾈｽｶﾝﾊﾟﾆｰ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200239","有限会社　ポールポジション","","㈲ポールポジション","ﾎﾟｰﾙﾎﾟ","550-0014","大阪府大阪市西区","北堀江1-6-20","アバンテ四ツ橋302","06-6539-7651","06-6539-7652","","200239","㈲ポールポジション","通常","000015","石井",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",3000000
"200240","有限会社　リバース","","㈲リバース","ﾘﾊﾞｰｽ","543-0013","大阪府大阪市天王寺区","玉造本町1番6号","グランドビルド玉造601号","06-6767-6525","06-6767-6535","","200240","㈲リバース","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200241","千代田ラドー販売　株式会社","","千代田ラドー販売㈱","ﾁﾖﾀﾞﾗﾄ","101-0041","東京都千代田区","神田須田町1-15-2","","03-3251-2927","03-3253-4768","","200241","千代田ラドー販売㈱","通常","000011","三島",20,0,0,10,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200242","株式会社　トキテック","","㈱トキテック","ﾄｷﾃｯｸ","169-0075","東京都新宿区","高田馬場1-33-13","千年ビル702号室","03-5155-6780","03-3205-2256","","200242","㈱トキテック","通常","000008","河田",30,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",5000000
"200243","株式会社エービーコーポレーション","","㈱ｴｰﾋﾞｰｺｰﾎﾟﾚｰｼｮﾝ","ｴｰﾋﾞｰｺ","365-0062","埼玉県鴻巣市","箕田1780-5","","048-682-0715","","","200243","㈱ｴｰﾋﾞｰｺｰﾎﾟﾚｰｼｮﾝ","通常","000009","赤木",30,0,0,10,0,0,1,"翌月",0,"",0,"",2,"手形",0,"",0,"",1
"200244","株式会社　マルマツ","","㈱マルマツ","ﾏﾙﾏﾂ","069-0833","北海道江別市","文京台43-10","","011-386-1610","011-386-1533","","200244","㈱マルマツ","通常","000005","㈱インテック",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200245","株式会社　ベルトレーディング","","㈱ベルトレーディング","ﾍﾞﾙﾄﾚｰ","651-0087","兵庫県神戸市中央区","御幸通4-2-15","三宮米本ビル6F","078-959-8808","078-241-6432","","200245","㈱ベルトレーディング","通常","000009","赤木",20,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200246","株式会社　カオルジャパン","","㈱カオルジャパン","ｶｵﾙｼﾞｬ","164-0001","東京都中野区","中野2-23-1","ニューグリーンビル505号","03-5340-4311","03-5340-4330","","200246","㈱カオルジャパン","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200247","株式会社　エスパル福岡","","㈱エスパル福岡","ｴｽﾊﾟﾙﾌ","816-0855","福岡県春日市","天神山2丁目69番地","","092-585-1995","092-586-1494","","200247","㈱エスパル福岡","通常","000005","㈱インテック",30,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200248","株式会社　エー・アール・ジー","","㈱エー・アール・ジー","ｴｰｱｰﾙ","150-0011","東京都渋谷区","東3-6-18","プライムハウス304","03-5466-9111","03-5466-9119","","200248","㈱エー・アール・ジー","通常","000005","㈱インテック",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200249","アセットアルカディア　株式会社","","アセットアルカディア","ｱｾｯﾄｱﾙ","101-0064","東京都千代田区","猿楽町2-1-1","桐山ビル3F","03-5280-7822","03-3295-4353","","200249","アセットアルカディア","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200250","株式会社　日本観光公社　別府店","","㈱日本観光公社　別府","ﾆﾎﾝｶﾝｺ","874-0910","大分県別府市","石垣西10-3007","","0977-25-3453","0977-22-2443","","200261","㈱日本観光公社","支店","000003","岡田",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200251","時計のつのだ","","時計のつのだ","ﾄｹｲﾉﾂﾉ","103-0013","東京都中央区","日本橋人形町2-7-2","","03-3249-7755","03-3249-7755","","200251","時計のつのだ","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
